,"time_point","S","I","R"
"184",91.5,.000186302159707082,26.7583899749413,73.2414237228991
"185",92.,.00016857214218783,26.4921571877775,73.5076742400804
"186",92.5,.000152531478680382,26.2285717810686,73.7712756874528
"187",93.,.000138017269571547,25.9676075729956,74.0322544097348
"188",93.5,.000124880953552584,25.7092386274962,74.2906364915503
"189",94.,.000112992455952885,25.4534392530445,74.5464477544996
"190",94.5,.000102236576527159,25.2001840013315,74.799713762092
"191",95.,9.25065973805898e-005,24.9494476640724,75.0504598293302
"192",95.5,8.37042440882537e-005,24.7012052729816,75.2987110227743
"193",96.,7.5739685695117e-005,24.4554320997726,75.5444921605418
"194",96.5,6.85307431486936e-005,24.2121036540497,75.7878278152072
"195",97.,6.20052025158115e-005,23.9711956828045,76.028742311993
"196",97.5,5.61009271490132e-005,23.7326841711245,76.2672597279484
"197",98.,5.07601756563268e-005,23.4965453331119,76.5034039067125
"198",98.5,4.59294434216211e-005,23.2627556115935,76.7371984589631
"199",99.,4.15594626046057e-005,23.0312916781209,76.9686667624165
"200",99.5,3.76052021408306e-005,22.8021304329699,77.197831961828
"201",100.,3.40251392722015e-005,22.5752490005,77.4247169743607
